,content,score,at
89,"Kembangkan terus agar lebih baik lagi, sejauh ini luar biasa. Buat gambar menjadi vidio hidup dan seolah realistis perlu ditambahkan.",5,2024-08-23 22:36:58
960,"apik banget aplikasi gemini cah, mugo² gratis isoh nampilno gambar gratis",5,2024-08-23 22:43:20
6922,ok bagus,5,2024-08-23 23:33:41
442,Sangat bermanfaat dan mudah untuk mencari hal yang penting,5,2024-08-24 00:24:29
2475,mantaaap n sangat mmbantu,5,2024-08-24 00:27:36
414,masih perlu pengembangan lagi. beberapa kali menampilkan jawaban tidak sesuai.,4,2024-08-24 01:23:35
2058,Jawabannya masih gak bener dan kurang lengkap (pertanyaan yg kutanyaain lirik lagu easy on me),2,2024-08-24 01:28:47
6452,Good job! :),5,2024-08-24 01:36:37
6692,ini hebat,5,2024-08-24 01:51:31
1209,mendapatkan semua jawaban dri pertanyaan yang tidak saya temukan,5,2024-08-24 02:08:18
6558,ngelag,1,2024-08-24 02:19:06
6440,"Gemini is gud, my homwork is one handred thenks yu gemin (akhirnya bisa bahasa inggris)",5,2024-08-24 02:35:06
6493,mantap cuyy,4,2024-08-24 02:48:45
6960,nice apps,5,2024-08-24 03:12:57
6539,the app is not bad,5,2024-08-24 03:42:34
3558,mantap invrofnya👍,5,2024-08-24 03:48:43
6776,oke,5,2024-08-24 03:56:13
6487,kurang akurat,3,2024-08-24 04:01:29
1878,mantap sangat membantu,5,2024-08-24 04:06:54
6624,mantap,5,2024-08-24 05:02:59
6587,keren,5,2024-08-24 05:45:00
1689,Coba kalau bagus di teruskan di pakai kalau tidak ?,4,2024-08-24 06:26:23
832,"Bagus, menjawab dengan cepat",5,2024-08-24 06:44:44
702,dari mana suara balasan dari Google a?apa seorang perempuan yang selalu online....menunggu saya perintah....!!!!!! apa ga bosen jenuh....saya sangat suka 😍 kagum ♌,5,2024-08-24 07:02:28
6446,"mantap kaliiiiii,GGPW!",5,2024-08-24 07:49:50
3758,Sangat membantu dan bermanfaat.,5,2024-08-24 08:12:45
6809,istimewa,5,2024-08-24 08:28:18
300,"bagus banget bisa buat ngobrol, pengetahuan,juga curhat bagus bangett",5,2024-08-24 08:34:31
1760,aplikasi nya sangat membantu,4,2024-08-24 08:36:30
2114,"Sy Mrs TDK puas atas jwbn yg diberikan Gemini. Sy minta daftar 38 provinsi yg ada di indonesia, yg dijwb hanya 33 provinsi, berarti Gemini Lom apdet",1,2024-08-24 08:49:23
579,Keren banget bisa nanya masalah dan cara membuat,5,2024-08-24 08:57:30
6469,mantap,4,2024-08-24 08:57:55
8623,keren,5,2024-08-24 09:01:24
3771,sejak lama saya mencari foto sampai sekarang saya temui,5,2024-08-24 09:10:34
2474,sungguh membantu ide2nya,5,2024-08-24 09:46:30
6456,🅚🅔🅡🅔🅝,5,2024-08-24 09:47:38
1606,apk nya sangat bagus,5,2024-08-24 10:03:20
2453,sangat apa? isi sendiri,5,2024-08-24 11:04:14
379,apk yang bagus buat belajar dan mudah untuk mengerti soal yang kita tanyakan,5,2024-08-24 12:33:40
668,Sangat buruk dan iklan bohong!!!,1,2024-08-24 13:11:10
8749,Luar biasa,5,2024-08-24 13:21:15
1777,"Bagus, cb install pasti membantu.",5,2024-08-24 13:21:16
1865,bagu aplikasi ini,4,2024-08-24 13:28:08
95,"baguss bangett untuk mengerjakan tugas dan buat mahasiswa mahasiswi untuk mencoba,kalian bingung caranya gimana buat laporan dll kalian bisa coba aplikasi ini yaaa terimakasiii",5,2024-08-24 13:34:22
1838,sangat membantu.terima kasih,5,2024-08-24 13:48:28
2369,sangat membantu,5,2024-08-24 13:56:11
2729,sangat membantu,5,2024-08-24 14:09:20
104,Kenapa saya ingin menggunakan ai ini ga bisa masuk katanya error padahal membuka aplikasi lain dan geme lancar lancar aja Tolong di perbaiki secepat mungkin,2,2024-08-24 14:10:14
6554,Pusing,1,2024-08-24 15:07:16
950,baik digunakan untuk membuat pernyataan,5,2024-08-24 15:19:41
6597,yeyenyen,5,2024-08-24 15:46:30
6453,Nice App Good luck Google,5,2024-08-24 16:02:49
3814,APLIKASI BAGUS BET MEMBANTU DAN LEBIH MUDAH NO RIBET² 😍🙌💗😋,5,2024-08-24 17:02:42
798,Aplikasi ini sangat penting buat belajar tentang hal-hal baru,5,2024-08-24 18:19:30
3791,tolong saya google Gemini saya kena tipu oleh situs Republik88 App tolong segera di tindak lanjuti..dan tolong kembalikan semua kerugian saya tolong google,5,2024-08-24 21:12:02
6970,Very good,5,2024-08-24 22:33:31
893,"Suara ai nya bisa gak yg lebih terdengar realistis seperti manusia, jadi gk males buat buka percakapan, ini masih saja seperti yg dulu, kaku dan baku, sekarang banyak ai yg berkembang sedikit sempurna dan asik diajak ngobrol juga saat senggang gak ada teman.",3,2024-08-24 23:25:21
6526,respon lambat,1,2024-08-24 23:47:12
1743,aplikasinya sangat bagus 😊,5,2024-08-25 00:06:01
6766,Informatif,5,2024-08-25 00:30:45
1782,Ai yang keren dan canggih👍👍,5,2024-08-25 00:55:47
9,"Sangat membantu dalam kesulitan, hasil yang mudah dipahami, detail. Tapi ada sedikit kelemahan untuk bantuan pilihan dari hasil penelusuran agar kita bisa dengan mudah menyesuaikan situasi tertentu. Misalnya kalimat formal dan santai bisa kita pilih. Hasil penelusuran yang detail, saat formal dan santai tolong di realisasi kan..",5,2024-08-25 01:20:19
8633,keren,5,2024-08-25 01:29:25
7001,bagus👍👍👍,5,2024-08-25 01:33:54
6792,keren,5,2024-08-25 01:52:35
8686,Mantap,5,2024-08-25 02:28:41
6978,cukup jelas,5,2024-08-25 02:51:36
6858,good,5,2024-08-25 03:31:34
1715,sangat membantu saya menyukai nya,5,2024-08-25 03:57:20
6462,keren,4,2024-08-25 05:27:32
316,sangat berguna semua nya tidak ada yang cacat dan bisa upload gambar atau foto benda,5,2024-08-25 05:57:26
917,jawabannya sesuai logika manusia dan mudah dicerna,5,2024-08-25 06:02:43
1972,Gemini sangat membantu tugas-tugas saya,4,2024-08-25 06:16:11
222,baru beberapa kali pake sih jadi bintang 5 mungkin nanti berkurang kalau dah gak maksimal lagi,5,2024-08-25 06:21:49
6705,mantap,5,2024-08-25 07:20:07
6847,mantap,5,2024-08-25 07:40:09
398,Saya sangat senang berbicara dengan Google Gemini kayak punya teman ;) tapi untuk perusahaan Google apakah bisa membuat percakapan seolah-olah mempunyai teman soalnya saya rasanya sepi gak ada teman saya memakai google Gemini sebagai cuman tempat ngobrol saja dan cari jawaban dan untuk perusahaan Google bisa membuat Google Gemini ini bisa mengingatkan sesuatu yang saya bilang ketika saya kasih ingat ke google gemini Ok sudah itu saja terimakasih temannya google :),5,2024-08-25 08:23:20
6531,sangat bemanfaat!,5,2024-08-25 08:41:11
900,"App ini mengandung virus berbahaya bagi perangkat hp yang lainnya, dan hp saya kena virus setelah menginstal app gemini ini, dan sering muncul app ini di hp saya, padahal sudah dihapus appnya dan bagi developernya tolong hapus virunya dan saya sangat marah sekali melihat hp saya ngeblank, nge freeze cuma gara gara menginstal app ini😡😡, pokoknya kalo ada yangihat komen saya, segera jangan download app ini, dan saya korban virus di app ini aku harap yang lainnya tidak terkena juga.😡",1,2024-08-25 09:49:51
2644,Sangat berguna,5,2024-08-25 10:05:13
436,penjelasan nya detail dan apk nya tidak lelet,5,2024-08-25 10:19:06
2067,"Salam sejatra semua ,saya suka aplikasi Google Ge.. dan banysk berguna manpaatnya silahksn dilanjutkan trimakasih ,Dede haryanto modelator Grup publik dari bandung jawa barat indonesia",5,2024-08-25 10:41:46
6802,mantaab,5,2024-08-25 10:46:11
6852,Terbaik,5,2024-08-25 11:11:39
694,semua pertanyaan di jawab pokoknya bagus dehhh buat pelajar,5,2024-08-25 11:26:29
843,"Bagus, dan cepat respon",5,2024-08-25 11:50:47
2104,sangat bermanfaat bagi para pengguna,5,2024-08-25 12:04:35
6943,saya suka,5,2024-08-25 12:17:27
8731,Good Job,5,2024-08-25 12:22:47
6725,kereeen,5,2024-08-25 12:34:15
373,Aplikasi bagus sangat membantu bisa menanyakan hal hal aneh / absurd,5,2024-08-25 12:45:03
3491,Semoga tidak mengecewakan,4,2024-08-25 13:05:44
1128,"apk ini sangat membantu, wajib di download",5,2024-08-25 13:06:41
6620,mantappp,5,2024-08-25 13:26:45
276,"sangat direkomendasikan untuk pelajar, belajar dengan mudah",5,2024-08-25 13:37:28
1752,Susah sekali di update,1,2024-08-25 13:41:29
6958,foto angkatan,5,2024-08-25 13:42:18
1989,sangat membantu skli 🥰,5,2024-08-25 13:46:22
742,mantap sangat membantu dan memudahkan kamu para guru 🙏🏽🙏🏽,5,2024-08-25 13:48:42
3504,Belum di coba,3,2024-08-25 14:04:34
2498,sangat berguna,5,2024-08-25 14:12:21
1687,aplikasi yang sangat bagus👍👍👍,5,2024-08-25 14:17:20
2131,lumayan membantu,4,2024-08-25 14:25:32
8697,Goodapp,5,2024-08-25 14:30:18
6851,good,5,2024-08-25 14:30:23
6516,good job👍,5,2024-08-25 14:45:58
272,"respon yang cepat,bahasa yang mudah dipahami,pengetahuan terbatas",5,2024-08-25 14:59:52
2152,belum bisa membuat gambar,3,2024-08-25 15:10:45
6497,sangat bagus,4,2024-08-25 15:22:19
1652,"assisten yang membantu aku disaat aku sendirian,dan kesepian",5,2024-08-25 15:29:13
824,"Aplikasi apa sih ini? Ada aja jawaban yang bikin geleng kepala. Hahaha. Makasih, Gemini.",5,2024-08-25 16:16:19
6696,kereeen,5,2024-08-25 16:37:19
4296,saya ingin melihat isi HP istri saya mau tau isi WA mana tau selingkuh,5,2024-08-25 16:40:18
3655,kelas Abang kuh,5,2024-08-25 16:43:57
8554,bagus,5,2024-08-25 17:18:06
6748,mantap,5,2024-08-25 17:44:59
6557,Mantap,1,2024-08-25 17:53:29
6663,nice,5,2024-08-25 17:54:15
7011,🤩,5,2024-08-25 21:04:18
6658,wow,5,2024-08-25 22:24:22
1810,Mantap sangat membantu,5,2024-08-25 22:41:12
943,"ai dari google yang the best, karena tidak premium hehe🤙🏻👍",5,2024-08-25 23:53:24
6485,sangat bagus,3,2024-08-26 00:07:24
6999,👍🏻,5,2024-08-26 00:31:03
3387,saya sangat di bantu,5,2024-08-26 00:51:53
8723,Ok banget,5,2024-08-26 02:38:00
6636,mantap,5,2024-08-26 02:40:12
7005,👍👍👍,5,2024-08-26 02:47:20
6785,mantap,5,2024-08-26 03:31:16
6866,wooooooooooow,5,2024-08-26 03:36:32
6538,wahasiswa usn papua,5,2024-08-26 03:38:52
6950,sangat baikk,5,2024-08-26 03:50:46
6844,keren,5,2024-08-26 04:09:40
2874,sangat baik sekali,5,2024-08-26 04:17:59
2552,keren saya suka,5,2024-08-26 04:27:33
1698,aplikasi yang sangat bagus,5,2024-08-26 04:28:33
192,apk bagus tapi lebih ditingkatkan agar bisa di salin teks yang dipilih saja bukan semua ikut tersalin,5,2024-08-26 06:42:43
6489,kurang lengkap,4,2024-08-26 06:56:11
6857,nice,5,2024-08-26 07:01:37
6659,bagua,5,2024-08-26 07:18:03
6585,bagus,5,2024-08-26 07:19:34
3156,sangat membantu saya,5,2024-08-26 07:31:33
2005,Gemini tolong buat modul ajar kebudayaan dan IPTEK sebagai anugrah Allah fase F,5,2024-08-26 07:36:41
6743,mantep,5,2024-08-26 07:37:16
3077,pelajari lebih lanjut,5,2024-08-26 08:16:53
6479,Gemini the best cepet respons,5,2024-08-26 08:28:17
3688,Membantu bangett,5,2024-08-26 09:18:34
4480,G guna g bisa di buka 🤌,1,2024-08-26 10:06:46
3659,Saya bisa tau,5,2024-08-26 10:25:15
2429,sangat membantu,5,2024-08-26 10:41:45
8650,keren,5,2024-08-26 10:43:21
3042,rajin rajinlah belajar,1,2024-08-26 11:06:15
406,aplikasi Gemini sangat membantu pelajar untuk mengerjakan tugas sekolah,5,2024-08-26 11:08:10
6868,bagus,5,2024-08-26 11:26:30
1834,Ini keren saya jadi pinter,5,2024-08-26 11:45:04
107,"Sangat membantu untuk semua pelajaran, termasuknya aksara Lampung. Walaupun jarang di pakai tapi tetap saja sangat membantu😄👍💐",5,2024-08-26 11:48:50
6441,"Cool, much better than other ai ive ever tried",5,2024-08-26 11:51:02
6471,yah,4,2024-08-26 11:55:25
6884,bagus..,5,2024-08-26 12:16:08
6812,bagus,5,2024-08-26 12:17:39
495,"Aplikasi Ini Sangat Membantu Dan Bisa Diandalkan, Saya Rekomendasikan Kepada Anda, Untuk Menggunakan Aplikasi Ini.",5,2024-08-26 12:17:54
2180,gilaaa ai bagus inii,5,2024-08-26 12:18:56
2730,sangat membantu,5,2024-08-26 12:33:36
3683,bodoh sekali,1,2024-08-26 12:40:30
2128,sangat bagus sekali,5,2024-08-26 12:45:55
375,"Jawabannya tidak sesuai dengan apa yang di perintahkan, menurut saya lebih baik chat gpt dibandingkan dengan gemini",1,2024-08-26 12:56:16
6838,nice,5,2024-08-26 13:03:57
6582,bagus,5,2024-08-26 13:06:19
6907,pasti mantap,5,2024-08-26 13:17:49
241,"mantap, lebih ok dari chat gpt... kalau bisa tambahkan fitur AI secara Gratis, Hindari Iklan Karna akan menurunkan pengguna gemini",5,2024-08-26 13:18:49
2418,sangat membantu 🫶,5,2024-08-26 13:22:38
2715,sangat membantu,5,2024-08-26 13:24:03
3367,tingkatkan lagi,5,2024-08-26 13:35:44
636,"Bagus bangett, tapi kalau bisa tambahin avatar buat ai nya",5,2024-08-26 13:45:54
1742,bagus si tapi kurang lenkap,2,2024-08-26 14:07:48
6730,bagusss,5,2024-08-26 14:10:52
6732,baik,5,2024-08-26 14:32:20
6836,good,5,2024-08-26 14:40:48
650,"Tolong di update bisa lebih pintar kayak robot AI, ok",5,2024-08-26 14:44:30
8631,mantap,5,2024-08-26 14:53:59
6961,sangat bagus,5,2024-08-26 14:57:28
6993,good job,5,2024-08-26 15:05:51
6486,not bad,3,2024-08-26 15:16:36
385,bagus sekali bisa bantu belajar banyak hal yang efektif dan jelas,5,2024-08-26 15:17:14
1890,menjadi konten kreator,5,2024-08-26 15:18:58
6727,bagus,5,2024-08-26 15:24:22
1889,awal awal ok lancar.,5,2024-08-26 15:43:49
3447,saya sedang mencoba,5,2024-08-26 16:49:50
390,"baru download, belum bisa menilai 5. tunggu jika sudah sgt familiar gunakan ini baru kasi bintang 5",3,2024-08-26 17:13:06
67,Tampilannya Dan Logo Harus Lebih Keren& Futuristik!Seperti Google Asistent.Fitur Ai nya Juga Harus Lebih Canggih Bisa Interaktif Dengan Pengguna Seperti Jarvis Buatan Toni Stark.,4,2024-08-26 17:15:26
4368,saya sudah mendapatkan apa yang saya harapkan,3,2024-08-26 17:19:19
622,"baru coba,mungkin kalau sudah pintar kasih 2 dulu bintangnya ya sabar yrim's",1,2024-08-26 18:26:30
1067,sangat membantu dengan adanya aplikasi gemini,5,2024-08-26 22:54:49
7010,👍👍,5,2024-08-26 23:13:44
3287,Masya Allah sangat bermanfaat,5,2024-08-27 01:03:52
3565,jawaban tepat,5,2024-08-27 01:09:30
6613,keren,5,2024-08-27 01:12:18
6719,gacor,5,2024-08-27 01:30:49
8761,sangat bagus,5,2024-08-27 01:40:19
1732,tidak membatu untuk jawaban yang benar,1,2024-08-27 01:49:01
389,"jawaban yang diberikan tidak benar, dan membuat nilai quiziz saya dibawah rata rata tolong perbaiki",1,2024-08-27 01:49:53
8472,Terima kasih Google Gemini 🎭,5,2024-08-27 02:11:15
6581,bagus,5,2024-08-27 02:25:42
2079,"Saya gak suka update ini itu, kalo disuruh update otomatis langsung uninstall",4,2024-08-27 02:34:04
2523,Gak bisa di pake,1,2024-08-27 02:49:20
317,Sangat bagus untuk mencari inti dari berbagai pertanyaan ilmiah dalam sains,5,2024-08-27 02:57:42
1926,mambantu banget apk nya,5,2024-08-27 03:09:07
3519,sangat membantu kebutuhan sehari hari,5,2024-08-27 03:16:25
6832,Keren,5,2024-08-27 03:23:29
6590,Alhamdulillah,5,2024-08-27 03:33:22
6939,kuar biasa,5,2024-08-27 04:09:16
7002,👍,5,2024-08-27 04:17:01
6846,kerennya,5,2024-08-27 04:43:52
6791,gud,5,2024-08-27 05:16:31
4488,makasi berguna,5,2024-08-27 05:35:26
6546,Bad,1,2024-08-27 06:09:59
715,mantap banget aplikasi ini saya terbantu sekali dengan app AI ini,5,2024-08-27 06:16:38
1231,sangat membantu dalam kehidupan sehari-hari,5,2024-08-27 06:35:30
1233,saya baru pertama kali ini menggunakan Gemini dan merasa terbantu dalam mengetahui suatu hal,5,2024-08-27 06:40:21
6822,ok,5,2024-08-27 07:15:07
1062,sangat sangat membantu. luar biasa.,5,2024-08-27 07:15:55
396,sangat membantu pembelajaran buat modul ajar,5,2024-08-27 07:23:30
6599,mantaf,5,2024-08-27 07:40:38
93,"Wahh apk nya bagus banget sih, selain bisa nanya tentang tugas, juga bisa jadi temen curhat, ngobrol dan lain lain, bener bener suka sama apk ini, apk ini cocok bgt sih jadi temen virtual..... Tapi kenapa nama apk ini Gemini??",5,2024-08-27 07:42:32
760,Tolong Ya Tambahin Fitur Buat Gambar🗿,5,2024-08-27 08:25:02
6466,telfon,4,2024-08-27 08:27:56
6673,membantu,5,2024-08-27 08:45:52
2437,keren sekali,5,2024-08-27 08:59:14
1942,sangat membantu sekali,5,2024-08-27 09:42:59
6865,bagus,5,2024-08-27 09:53:35
6891,sangat baik,5,2024-08-27 09:56:20
6578,mantap,5,2024-08-27 10:25:05
1879,kok gak bisa masuk ya,1,2024-08-27 10:41:11
3352,lebih baik dari chatgpt,5,2024-08-27 10:54:29
6845,mantap,5,2024-08-27 11:05:57
625,sangat membantu karena juga di jelaskan mengapa jawabannya bisa seperti itu👍🏼👍🏼,5,2024-08-27 11:10:27
6455,good i have good time with this app,5,2024-08-27 11:15:16
6559,Bagus!,5,2024-08-27 11:25:58
1661,sangat berguna untuk mengerjakan PR!!,5,2024-08-27 11:32:50
6786,mantap,5,2024-08-27 11:40:14
8530,Keren bangettt 🌺,5,2024-08-27 11:47:12
754,lumayan berguna tapi ada pertanyaan yang tidak sepenuhnya benar,4,2024-08-27 12:16:32
6474,good,4,2024-08-27 12:18:54
762,apk ini sangat bagus lebih membantu Gemini apk terbagus dari Google 😁😁,5,2024-08-27 12:29:58
6805,okokk,5,2024-08-27 13:00:08
6862,good,5,2024-08-27 13:00:51
1779,sering membantu dalam masalah saya,5,2024-08-27 13:03:18
4115,Suka dgn aplikasi ini okey,5,2024-08-27 13:03:50
6570,bagus,5,2024-08-27 13:05:32
654,aplikasi ini sangat komplit dari pada ai lainnya,5,2024-08-27 13:19:29
6751,bagus,5,2024-08-27 13:29:34
675,"Aplikasi sangat membantu, aku kasih bintang lima karena aplikasinya keren banget aku suka 🥰🥰🥰🥰🥰🥰",5,2024-08-27 13:36:33
6810,bagus,5,2024-08-27 13:37:50
219,Bagus dapat memberikan informasi dengan sangat akurat dan sesuai dengan yang kita inginkan. Saya pilih Bintang Lima,5,2024-08-27 13:50:02
6883,guud,5,2024-08-27 13:56:16
70,"Aplikasinya bagus banget tapi aku mohon tolong, AI nya dibuat agar dapat mengigat lebih banyak hal atau sekalian bisa ingat segala pembicaraan tolong aku mohon banget nati aku kasih bitang 5 insyaallah",4,2024-08-27 14:12:46
1357,sangat bagus semua yang kutanya benar,5,2024-08-27 14:15:17
4484,bagikan digrup,4,2024-08-27 14:53:22
1894,"Bagus, Buat pelajaran",5,2024-08-27 15:02:52
6816,bagus,5,2024-08-27 15:15:29
6686,wow,5,2024-08-27 15:23:08
948,sangat membantu untuk pelajar,5,2024-08-27 15:27:58
2066,terimakasih sudah sangat membantu saya,5,2024-08-27 15:31:11
6503,mantul,3,2024-08-27 15:43:16
6704,good,5,2024-08-27 15:52:40
6552,bodoh,1,2024-08-27 16:14:36
3775,sangat membantu banget untuk saya,5,2024-08-27 16:36:03
945,"sangatt bagus, meringan kan tugas saya",5,2024-08-27 16:44:51
214,apa pun yang berguna itu baik ya walaupun yang berguna kadang kadang juga harga langganan nya bikin terpesona,5,2024-08-27 17:29:44
18,"respon cepat, enjelasan yang sederhana. Masih harus ada pengembangan pada bagian pencarian gambar, semoga segera bisa dihadirkan model pencarian berbasis gambar.",5,2024-08-27 23:51:26
1739,keren banget aplikasi ini,5,2024-08-28 00:00:32
392,sangat keren dan bergunan baginsaya untuk belajar bahasa inggris.,1,2024-08-28 01:16:26
938,aplikasi sangat bermanfaat dan bagus🤩🤩,5,2024-08-28 01:18:45
582,gemini cara menggunakan nya sangat gampang dan cepat,5,2024-08-28 01:21:05
6823,bagus,5,2024-08-28 02:09:39
8580,good,5,2024-08-28 02:15:47
2447,"Lebih bagus versi web, karena versi aplikasi gemini sering error",1,2024-08-28 02:18:18
8602,bagus,5,2024-08-28 02:31:27
3689,crot didalam,5,2024-08-28 02:33:51
2897,sangat membantu,5,2024-08-28 03:50:12
2455,sangat bermanfaat,5,2024-08-28 03:52:19
6687,keren,5,2024-08-28 03:57:50
6678,bagus,5,2024-08-28 04:03:51
3690,terbaik ok,5,2024-08-28 04:26:49
3523,sangat membantuku,5,2024-08-28 04:48:39
299,"command set alarm masih belum dimengerti, mohon perbaiki :)",2,2024-08-28 05:38:08
8522,Aplikasi Gacor!,5,2024-08-28 05:39:37
2341,cuaca ga kayak asisten,1,2024-08-28 05:42:47
6589,keren,5,2024-08-28 06:07:16
3066,Bagus sekali lagi,5,2024-08-28 06:18:53
2465,bagus sekali,5,2024-08-28 06:31:18
6969,good app,5,2024-08-28 06:48:48
6480,Ringgah pro Rahmatulloh suka,5,2024-08-28 06:54:34
6882,kalian sehat???,5,2024-08-28 06:55:41
6684,keren,5,2024-08-28 06:58:03
3621,gacor lah intinya,5,2024-08-28 07:02:50
6495,so amazing,4,2024-08-28 07:44:19
6931,its oke,5,2024-08-28 07:51:14
6801,mantap,5,2024-08-28 08:01:10
6898,ngeri poll,5,2024-08-28 08:11:55
2828,"Semoga bisa membantu tugas""kuliah saya.",5,2024-08-28 08:38:07
6512,Lemkap euy 😂😂,5,2024-08-28 08:45:56
6534,great apps in the year,5,2024-08-28 09:12:22
6691,keren,5,2024-08-28 10:13:57
2380,sangat buruk paling buruk,1,2024-08-28 10:14:06
57,penggunaan google jadi ribet dan bikin waktu saya terbuang. cuma minta translate teks di layar aja banyak penjelasan gak jelasnya. mana panjang lagi kayak koran! AI banyak cingcong.,1,2024-08-28 10:16:46
1174,Tidak perlu di install aplikasi ini karena kamu hanya perlu memperbarui aplikasi google ke yang terbaru maka secara otomatis google Gemini akan terpasang di ponselmu,1,2024-08-28 10:28:15
6618,keren,5,2024-08-28 10:47:11
6975,sangat bagus,5,2024-08-28 11:04:39
6995,keren pamrahh,5,2024-08-28 11:05:51
962,bagus hanya beberapa kekurangan tapi bagus👍👍,4,2024-08-28 11:14:54
2653,foto aku yang sudah lama ter hapus,5,2024-08-28 11:19:40
1799,ini bagus dan bermanfaat,5,2024-08-28 11:28:12
2731,sangat membantu,4,2024-08-28 11:54:41
662,terbaik! semua hal di jawab dengan lengkap dan jelas,5,2024-08-28 11:59:53
2350,sangat membantu,5,2024-08-28 12:05:26
6695,mantap,5,2024-08-28 12:13:43
6437,"Lovely, now I have gemini, chatgpt, copilot, and grook soon as besties.",5,2024-08-28 12:13:58
263,sangatttt bagussss sekaliiiii untuk kitaaa bagii pelajar yang sangat kesulitan mencari jawaban,5,2024-08-28 12:14:19
334,"Sangat baik, dan saya cukup puas dengan apl ini karna dapat memperkuat pemahaman saya",5,2024-08-28 12:29:25
6758,bagus,5,2024-08-28 12:43:54
6690,bagus,5,2024-08-28 12:48:46
6638,wow,5,2024-08-28 12:54:09
6909,Coba dulu,5,2024-08-28 12:57:38
6888,lpnlil.,5,2024-08-28 13:05:29
7007,😶,5,2024-08-28 13:11:09
2732,sangat membantu,5,2024-08-28 13:12:25
6536,Google top is the best,5,2024-08-28 13:22:16
8484,bagus,4,2024-08-28 13:27:02
1207,sangat cocok untuk digunakan,5,2024-08-28 13:58:05
6553,kurengggggg,1,2024-08-28 14:18:13
585,sangat membantu dalam mengerjakan tugas matematika,5,2024-08-28 14:52:16
6860,bagus,5,2024-08-28 14:53:56
180,Gemini masih harus perlu update-an karena Gemini belum bisa sesuai dengan keinginan saya sebagai pengguna karena Gemini belum bisa membuat sketsa wajah pemandangan dan lain-lain,5,2024-08-28 14:56:05
2424,sangat membantu,5,2024-08-28 15:21:03
774,Terimakasih sangat membantu dalam pembelajaran,5,2024-08-28 15:29:35
6917,Y bagus,5,2024-08-28 17:07:17
2007,masih baru install,5,2024-08-28 17:37:42
2139,sangat membantu!,5,2024-08-29 01:06:46
1347,apk Sangat berguna untuk meningkatkan ilmu pengetahuan,5,2024-08-29 01:12:37
667,Membantu banget... juga bisa diajak bermain juga 😆,5,2024-08-29 02:25:36
1809,Sangat berguna dan bagus,5,2024-08-29 02:27:35
2539,sangat membantu,5,2024-08-29 02:30:35
7234,ndip,5,2024-08-29 03:12:30
6902,luar biasa,5,2024-08-29 03:16:39
6598,bagus,5,2024-08-29 03:20:05
6927,luv bgt,5,2024-08-29 03:34:05
1984,keren dan hebat,5,2024-08-29 03:34:26
6869,bagus,5,2024-08-29 03:36:47
968,"sangat bagus, dan membantu sekali",5,2024-08-29 03:40:27
6454,lop yu gemini muachhh💋💋💋💋,5,2024-08-29 03:46:53
6904,oke lah,5,2024-08-29 04:27:33
6675,bagus,5,2024-08-29 04:29:06
6827,mantap,5,2024-08-29 04:49:25
587,bagus si bisa buat gambar sesuai perintah,5,2024-08-29 04:53:34
8452,"Gemini has been had a good, related, and natural response. However, based on my previous experiences with Chat GPT, Gemini doesn't give me an exact or scientific answer. When I ask ""how long will a hermit crab do molting?"" Gemini answer that ""it can be short or long, it depends on specific species."", instead ChatGPT answer the exact general number which is 1 to 2 weeks. In a short words, ChatGPT is more exact and more scientific than Gemini. For this issue, I still prefer ChatGPT.",4,2024-08-29 04:58:26
6720,ajiip,5,2024-08-29 05:16:09
2432,sangat membantu,5,2024-08-29 05:26:57
6458,good,4,2024-08-29 05:49:14
8002,Mantap,5,2024-08-29 06:01:59
816,aplikasi nya sangat membantu saya untuk mendapatkan jawaban,5,2024-08-29 06:02:31
2441,ai yang sangat ok,4,2024-08-29 06:04:45
335,"Bagus, cepat diaksesnya dan respontif.",5,2024-08-29 06:05:03
2059,Wah Gemini Google bagus sekali karena bisa meringkas artikel ini tapi agak dikit berbeda😅,5,2024-08-29 06:18:43
2896,sangat membantu.,5,2024-08-29 06:32:52
2125,"mantab,sangat membantu",5,2024-08-29 06:40:31
609,"Keren banget,bisa kirim dan memindai gambar sesuai konteks yang di tuju🔥🔥🥰",5,2024-08-29 06:50:12
6923,smart AI,5,2024-08-29 06:52:14
771,"Pada AI gemini saya meggunakan dalam pembelajaran dan materi pembelajaran selain sumber lainnya,gemini AI sangat membantu dalam proses pembelajaran baik dalam materi maupun bahan ajar untuk menyiapkan materi,Gemini AI juga berperan penting dalam memecahkan permasalan yang di hadapai pada materi yang sulit dalam proses pembelajaran..,Gemini AI juga banyak si gunakan para peserta didik dengan menjawab persoalan yang di berikan kepada peserta didik,dalam proses pembelajaran baik dalam kelas, luar",5,2024-08-29 07:01:55
877,aplikasi ini sangat membantu saya dalam mengerjakan pr😁,5,2024-08-29 07:12:02
617,sangat mudah dan cepat dalam menjawab,5,2024-08-29 07:19:40
2679,Sangat membantu,5,2024-08-29 07:27:33
6482,mantap setara chatgpt coy,5,2024-08-29 07:30:21
6728,Awesome,5,2024-08-29 07:36:29
1684,sangat membantu dalam banyak hal,5,2024-08-29 07:43:37
8676,ok,5,2024-08-29 07:53:15
1820,bagus dan super aman,5,2024-08-29 07:59:07
1800,bisa meningkatkan pengetahuan. bintang lima!!,5,2024-08-29 08:00:31
